,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
8170,10,47,4,4,7,55,100.0,Placed
8171,1,71,8,8,2,89,75.51,Placed
8172,3,86,8,10,1,79,63.81,Not Placed
8173,2,60,5,2,8,49,60.68,Not Placed
8174,8,96,7,6,10,68,100.0,Placed
8175,7,80,8,4,3,74,77.04,Placed
8176,2,58,8,8,8,37,64.59,Not Placed
8177,6,68,6,9,5,35,86.88,Placed
8178,3,97,4,2,0,95,87.85,Placed
8179,8,70,7,7,2,58,82.97,Placed
8180,10,93,4,7,6,77,92.1,Placed
8181,3,45,5,8,8,61,39.27,Not Placed
8182,10,43,8,5,7,43,85.5,Placed
8183,9,82,8,11,20,58,100.0,Placed
8184,1,68,9,3,12,51,75.58,Placed
8185,5,81,4,1,17,62,100.0,Placed
8186,3,42,5,4,18,73,89.69,Placed
8187,6,40,9,3,8,89,90.02,Placed
8188,10,83,9,2,19,38,100.0,Placed
8189,2,94,6,6,5,95,92.42,Placed
8190,9,54,9,7,20,63,100.0,Placed
8191,6,86,9,10,11,79,93.97,Placed
8192,7,60,6,7,3,62,73.99,Placed
8193,5,85,8,8,8,90,100.0,Placed
8194,9,97,8,2,9,71,100.0,Placed
8195,1,70,7,11,2,63,43.69,Not Placed
8196,5,46,9,10,16,78,100.0,Placed
8197,11,56,4,6,6,86,100.0,Placed
8198,10,95,8,6,7,63,100.0,Placed
8199,11,58,5,10,10,39,87.02,Placed
8200,6,78,4,1,12,45,85.03,Placed
8201,7,99,7,2,2,36,78.3,Placed
8202,4,42,9,9,18,38,91.03,Placed
8203,1,69,6,8,13,44,62.93,Not Placed
8204,11,74,7,4,15,90,100.0,Placed
8205,8,97,4,6,14,73,100.0,Placed
8206,10,96,6,2,1,78,100.0,Placed
8207,4,68,5,5,5,42,58.73,Not Placed
8208,3,89,6,2,20,89,100.0,Placed
8209,7,91,6,5,6,57,85.31,Placed
8210,2,93,5,7,8,61,73.6,Placed
8211,8,53,8,7,8,57,84.6,Placed
8212,6,74,8,9,16,82,94.76,Placed
8213,7,67,6,3,2,68,83.12,Placed
8214,5,97,6,4,3,69,70.62,Placed
8215,9,69,7,9,1,51,95.36,Placed
8216,5,65,8,8,0,81,83.32,Placed
8217,11,46,5,7,9,84,100.0,Placed
8218,5,78,9,8,2,44,54.71,Not Placed
8219,3,70,9,9,9,88,89.04,Placed
8220,11,44,6,4,8,36,93.07,Placed
8221,1,74,6,5,16,51,80.78,Placed
8222,2,89,9,9,14,65,81.17,Placed
8223,8,86,7,7,2,50,88.5,Placed
8224,1,91,7,4,20,58,100.0,Placed
8225,7,53,7,6,2,91,84.9,Placed
8226,5,100,4,11,3,41,76.05,Placed
8227,3,75,5,1,3,53,68.86,Not Placed
8228,11,66,4,1,16,50,100.0,Placed
8229,7,63,6,9,5,67,83.7,Placed
8230,9,79,7,8,10,70,100.0,Placed
8231,2,68,7,1,11,79,90.71,Placed
8232,8,92,9,11,6,44,100.0,Placed
8233,9,84,9,2,12,77,100.0,Placed
8234,11,61,7,4,5,85,100.0,Placed
8235,3,47,8,1,2,49,57.26,Not Placed
8236,2,54,9,2,20,77,100.0,Placed
8237,7,88,5,5,13,37,100.0,Placed
8238,5,44,4,8,13,36,55.77,Not Placed
8239,5,91,5,6,9,77,93.29,Placed
8240,10,43,9,6,4,76,87.98,Placed
8241,5,50,7,4,1,69,74.4,Placed
8242,4,57,6,2,5,61,85.02,Placed
8243,5,81,8,3,10,39,100.0,Placed
8244,4,88,9,6,17,49,88.31,Placed
8245,6,69,5,6,20,70,97.23,Placed
8246,4,54,6,5,10,83,100.0,Placed
8247,2,45,9,6,14,67,49.81,Not Placed
8248,9,94,7,11,2,35,75.61,Placed
8249,2,92,7,6,1,46,72.01,Placed
8250,9,55,7,1,6,76,87.68,Placed
8251,10,86,7,6,4,75,98.11,Placed
8252,6,79,9,5,20,43,100.0,Placed
8253,9,48,8,8,12,91,91.33,Placed
8254,9,82,8,9,7,92,92.83,Placed
8255,3,98,5,6,8,86,99.0,Placed
8256,1,73,9,10,7,54,80.24,Placed
8257,1,66,7,4,9,64,86.43,Placed
8258,3,52,8,3,1,48,34.79,Not Placed
8259,5,75,9,10,9,92,100.0,Placed
8260,3,66,6,1,10,57,81.19,Placed
8261,9,48,8,7,10,63,90.12,Placed
8262,9,44,8,5,4,85,89.84,Placed
8263,3,90,5,4,13,76,100.0,Placed
8264,3,61,8,9,2,69,70.47,Placed
8265,5,70,6,7,19,86,100.0,Placed
8266,2,42,7,10,1,61,42.24,Not Placed
8267,6,69,4,8,17,88,98.93,Placed
8268,7,60,5,4,0,83,92.46,Placed
8269,9,74,6,10,0,61,74.68,Placed
8270,6,45,5,10,16,64,93.3,Placed
8271,3,67,9,8,5,37,51.64,Not Placed
8272,5,71,7,4,12,46,100.0,Placed
8273,4,81,8,1,20,81,100.0,Placed
8274,5,76,9,11,20,65,96.24,Placed
8275,8,64,8,8,0,71,86.62,Placed
8276,8,71,6,1,5,61,97.23,Placed
8277,6,74,7,3,7,81,98.16,Placed
8278,1,61,4,7,12,86,64.29,Not Placed
8279,8,63,4,3,1,58,81.05,Placed
8280,8,78,8,8,7,82,90.3,Placed
8281,2,93,9,5,0,75,93.27,Placed
8282,4,69,7,3,12,74,100.0,Placed
8283,2,89,7,5,0,45,74.19,Placed
8284,4,71,6,5,9,61,95.39,Placed
8285,10,70,9,8,4,43,100.0,Placed
8286,7,62,4,9,19,50,83.21,Placed
8287,9,79,6,6,12,48,88.56,Placed
8288,8,72,5,10,4,81,79.25,Placed
8289,9,64,7,3,9,64,100.0,Placed
8290,8,75,4,2,2,80,81.73,Placed
8291,2,63,6,11,1,58,52.14,Not Placed
8292,7,70,8,3,1,76,98.86,Placed
8293,2,97,5,9,4,47,59.25,Not Placed
8294,11,78,6,7,3,67,100.0,Placed
8295,2,85,8,11,1,89,99.47,Placed
8296,4,52,4,11,20,43,73.28,Placed
8297,1,49,4,9,8,83,65.14,Not Placed
8298,5,62,5,6,8,60,89.16,Placed
8299,6,57,8,8,8,83,100.0,Placed
8300,9,71,7,10,3,76,100.0,Placed
8301,10,72,4,11,7,79,100.0,Placed
8302,8,75,9,9,17,84,100.0,Placed
8303,2,67,7,3,8,47,51.1,Not Placed
8304,1,55,7,7,2,55,68.45,Not Placed
8305,2,55,6,9,5,63,52.47,Not Placed
8306,7,57,6,2,18,62,100.0,Placed
8307,4,47,4,7,4,58,56.55,Not Placed
8308,10,81,7,5,16,47,100.0,Placed
8309,5,55,6,8,18,90,93.62,Placed
8310,7,94,8,4,2,76,100.0,Placed
8311,3,95,8,1,7,54,86.13,Placed
8312,10,50,8,11,8,73,100.0,Placed
8313,2,45,8,10,7,41,52.57,Not Placed
8314,7,40,7,8,13,75,100.0,Placed
8315,5,100,8,6,9,82,100.0,Placed
8316,1,100,7,8,16,49,85.22,Placed
8317,1,51,4,3,2,59,51.33,Not Placed
8318,9,96,4,8,2,69,99.46,Placed
8319,5,77,8,8,2,47,62.03,Not Placed
8320,1,67,8,1,3,77,52.1,Not Placed
8321,7,84,8,4,16,42,100.0,Placed
8322,9,97,4,7,13,55,100.0,Placed
8323,11,56,6,11,1,87,91.79,Placed
8324,1,40,4,1,11,90,82.98,Placed
8325,10,71,8,3,4,40,80.89,Placed
8326,4,47,6,3,1,44,52.04,Not Placed
8327,3,93,6,6,11,92,98.48,Placed
8328,5,79,5,5,8,83,92.6,Placed
8329,7,95,7,11,8,86,100.0,Placed
8330,8,82,8,7,19,75,100.0,Placed
8331,2,85,7,3,0,55,64.2,Not Placed
8332,7,63,5,11,6,48,65.64,Not Placed
8333,1,49,7,1,17,86,82.29,Placed
8334,7,86,8,11,9,93,99.99,Placed
8335,8,78,5,3,14,79,100.0,Placed
8336,2,78,7,8,8,92,86.06,Placed
8337,9,49,4,5,10,67,92.53,Placed
8338,1,75,6,3,0,59,44.98,Not Placed
8339,6,64,5,8,10,90,91.93,Placed
8340,1,99,4,6,0,53,66.97,Not Placed
8341,3,89,8,3,4,43,57.87,Not Placed
8342,11,98,6,5,17,83,100.0,Placed
8343,6,96,5,1,0,81,82.53,Placed
8344,3,49,6,6,9,86,68.35,Not Placed
8345,8,58,9,9,12,71,100.0,Placed
8346,5,85,9,7,7,70,87.2,Placed
8347,2,84,5,11,12,70,67.43,Not Placed
8348,4,54,5,8,19,91,97.69,Placed
8349,9,55,7,6,1,49,64.73,Not Placed
8350,4,41,6,11,20,39,92.66,Placed
8351,10,68,9,5,11,51,100.0,Placed
8352,10,43,9,6,12,64,100.0,Placed
8353,8,92,6,7,7,41,86.67,Placed
8354,5,89,9,9,14,40,81.21,Placed
8355,11,68,4,8,6,49,100.0,Placed
8356,11,70,9,5,6,91,100.0,Placed
8357,10,56,9,7,16,86,99.74,Placed
8358,1,49,8,8,18,80,71.72,Placed
8359,7,66,4,1,2,44,68.75,Not Placed
8360,3,92,7,8,6,40,75.34,Placed
8361,10,80,5,11,11,76,100.0,Placed
8362,8,54,9,7,13,89,100.0,Placed
8363,3,99,7,11,1,86,94.29,Placed
8364,1,83,7,2,6,94,94.84,Placed
8365,5,70,4,2,15,75,100.0,Placed
8366,2,60,5,6,8,47,54.0,Not Placed
8367,11,99,8,3,0,48,100.0,Placed
8368,4,98,7,1,11,35,90.84,Placed
8369,1,97,8,8,1,67,60.42,Not Placed
8370,9,80,5,7,17,53,100.0,Placed
8371,6,85,5,4,13,43,79.04,Placed
8372,8,84,4,1,11,71,94.1,Placed
8373,11,99,6,2,17,83,100.0,Placed
8374,4,65,9,9,4,82,96.3,Placed
8375,9,77,4,4,6,46,94.62,Placed
8376,2,90,8,3,3,39,75.66,Placed
8377,9,75,4,8,12,40,100.0,Placed
8378,5,91,5,4,15,86,100.0,Placed
8379,6,56,7,7,15,89,100.0,Placed
8380,3,90,9,5,18,45,100.0,Placed
8381,4,42,9,5,3,85,88.76,Placed
8382,6,100,6,11,19,87,100.0,Placed
8383,7,53,5,6,19,72,95.51,Placed
8384,1,88,9,4,0,89,78.67,Placed
8385,7,52,9,2,12,44,100.0,Placed
8386,1,80,7,6,19,49,73.18,Placed
8387,5,66,8,5,19,84,100.0,Placed
8388,6,40,8,3,8,87,100.0,Placed
8389,2,96,8,4,9,95,97.03,Placed
8390,10,56,4,3,5,73,100.0,Placed
8391,9,87,8,3,6,89,100.0,Placed
8392,10,89,8,4,15,62,100.0,Placed
8393,6,73,4,2,16,37,91.1,Placed
8394,7,53,7,4,0,90,87.85,Placed
8395,10,93,5,10,8,50,100.0,Placed
8396,8,94,9,11,13,79,90.44,Placed
8397,11,98,6,2,14,51,100.0,Placed
8398,10,56,9,10,3,70,100.0,Placed
8399,1,42,8,8,7,53,69.93,Not Placed
8400,8,73,8,10,14,38,99.85,Placed
8401,4,79,9,5,3,93,83.03,Placed
8402,10,64,9,7,18,59,100.0,Placed
8403,8,100,8,11,2,61,82.4,Placed
8404,6,41,4,4,7,46,79.86,Placed
8405,11,73,4,10,1,90,74.79,Placed
8406,9,65,4,6,7,61,75.18,Placed
8407,11,70,6,10,7,38,78.69,Placed
8408,4,48,5,4,16,95,81.32,Placed
8409,2,69,8,6,15,58,79.95,Placed
8410,2,59,7,1,15,51,77.21,Placed
8411,5,60,9,6,15,94,100.0,Placed
8412,10,68,9,6,6,90,97.1,Placed
8413,9,98,8,2,14,60,100.0,Placed
8414,3,64,8,10,16,52,82.61,Placed
8415,8,77,8,10,2,56,75.19,Placed
8416,4,97,9,9,0,40,51.77,Not Placed
8417,6,83,8,6,7,53,96.46,Placed
8418,10,64,9,11,6,95,100.0,Placed
8419,6,48,5,7,17,71,72.68,Placed
8420,3,78,7,2,4,68,75.91,Placed
8421,5,83,4,2,14,45,83.36,Placed
8422,3,65,7,2,6,90,100.0,Placed
8423,11,96,8,10,9,58,94.61,Placed
8424,11,76,7,11,15,79,100.0,Placed
8425,1,55,8,9,1,71,63.2,Not Placed
8426,7,76,7,3,17,57,100.0,Placed
8427,4,51,6,4,14,74,99.81,Placed
8428,7,63,7,1,18,77,97.67,Placed
8429,3,65,4,1,19,38,69.11,Not Placed
8430,11,59,4,4,13,52,100.0,Placed
8431,5,48,7,2,1,64,77.99,Placed
8432,5,62,9,8,17,49,92.14,Placed
8433,2,78,9,4,8,71,91.12,Placed
8434,11,68,9,3,0,57,98.23,Placed
8435,10,70,7,3,15,46,99.2,Placed
8436,2,58,9,6,11,38,73.42,Placed
8437,4,59,5,6,11,38,52.9,Not Placed
8438,4,62,7,6,18,86,93.11,Placed
8439,4,82,4,6,9,75,71.22,Placed
8440,6,66,9,8,19,75,100.0,Placed
8441,2,69,6,8,4,48,55.5,Not Placed
8442,6,60,9,9,2,93,78.02,Placed
8443,7,83,4,1,8,92,100.0,Placed
8444,11,74,5,10,20,90,100.0,Placed
8445,10,88,7,8,14,93,100.0,Placed
8446,3,46,9,5,13,42,74.38,Placed
8447,11,61,6,3,10,57,100.0,Placed
8448,8,49,4,11,12,35,77.83,Placed
8449,2,62,6,10,6,90,71.39,Placed
8450,11,54,8,3,1,45,94.23,Placed
8451,8,69,4,6,2,61,79.48,Placed
8452,11,73,8,8,19,38,100.0,Placed
8453,5,52,6,10,7,63,76.59,Placed
8454,2,99,7,2,0,51,88.04,Placed
8455,7,43,7,9,20,83,100.0,Placed
8456,2,57,7,5,3,53,56.81,Not Placed
8457,6,95,8,5,12,79,100.0,Placed
8458,10,62,7,1,13,85,100.0,Placed
8459,3,72,5,6,8,92,74.1,Placed
8460,9,73,4,11,2,83,99.0,Placed
8461,3,73,4,11,13,58,81.01,Placed
8462,11,75,6,5,3,86,91.2,Placed
8463,3,74,9,7,16,78,100.0,Placed
8464,5,56,8,7,14,86,100.0,Placed
8465,7,67,4,4,11,80,100.0,Placed
8466,8,53,8,5,13,88,100.0,Placed
8467,11,73,6,10,18,75,100.0,Placed
8468,7,87,7,8,9,91,100.0,Placed
8469,9,50,9,2,4,78,97.47,Placed
8470,5,96,6,1,16,90,100.0,Placed
8471,10,52,5,6,16,66,100.0,Placed
8472,11,72,7,11,2,65,56.98,Not Placed
8473,3,96,7,4,15,83,100.0,Placed
8474,6,94,7,10,8,50,75.66,Placed
8475,5,41,6,3,16,66,92.62,Placed
8476,4,73,5,7,19,78,100.0,Placed
8477,2,92,9,8,11,76,100.0,Placed
8478,7,68,8,11,1,92,96.44,Placed
8479,5,76,6,4,19,68,100.0,Placed
8480,4,43,4,10,15,69,82.45,Placed
8481,8,51,4,11,20,93,100.0,Placed
8482,9,65,6,11,5,71,99.39,Placed
8483,9,97,8,6,1,50,84.72,Placed
8484,3,100,4,11,8,55,58.0,Not Placed
8485,3,67,8,11,4,47,69.83,Not Placed
8486,5,42,7,2,17,92,100.0,Placed
8487,5,59,6,8,20,90,100.0,Placed
8488,10,49,7,6,17,52,100.0,Placed
8489,2,91,4,11,9,36,54.42,Not Placed
8490,1,57,8,9,9,90,88.37,Placed
8491,8,92,7,11,9,67,92.21,Placed
8492,3,92,4,6,17,75,96.03,Placed
8493,1,92,5,6,15,52,69.82,Not Placed
8494,1,66,7,2,5,62,52.16,Not Placed
8495,11,70,5,5,11,71,100.0,Placed
8496,2,66,5,9,3,69,66.51,Not Placed
8497,6,81,9,1,19,71,100.0,Placed
8498,6,40,4,4,15,46,73.0,Placed
8499,3,45,6,10,10,74,58.26,Not Placed
8500,4,50,8,10,0,42,53.13,Not Placed
8501,2,73,4,3,4,88,70.64,Placed
8502,2,78,9,1,16,59,74.58,Placed
8503,7,59,9,1,10,41,90.36,Placed
8504,1,92,7,1,13,36,88.7,Placed
8505,7,60,8,1,8,67,100.0,Placed
8506,1,60,9,2,9,90,99.19,Placed
8507,6,57,6,11,3,67,61.26,Not Placed
8508,3,60,4,5,1,74,51.24,Not Placed
8509,8,58,6,2,5,94,97.62,Placed
8510,6,43,7,4,2,91,95.23,Placed
8511,11,52,4,9,12,83,100.0,Placed
8512,2,57,7,3,11,57,74.83,Placed
8513,8,91,8,2,17,39,100.0,Placed
8514,5,68,8,4,5,95,100.0,Placed
8515,8,64,6,9,9,48,80.28,Placed
8516,8,95,6,4,5,42,88.55,Placed
8517,6,52,8,5,4,54,64.52,Not Placed
8518,2,66,5,4,14,52,73.56,Placed
8519,8,99,8,8,14,57,100.0,Placed
8520,11,58,4,4,11,63,96.27,Placed
8521,6,88,7,2,8,41,83.04,Placed
8522,6,40,8,4,12,58,100.0,Placed
8523,8,77,8,2,15,80,100.0,Placed
8524,1,58,9,9,20,59,97.97,Placed
8525,2,91,7,11,1,48,57.38,Not Placed
8526,9,40,9,8,16,72,100.0,Placed
8527,11,79,7,9,8,37,100.0,Placed
8528,8,56,4,4,18,87,89.96,Placed
8529,7,60,7,1,5,80,100.0,Placed
8530,7,61,6,3,3,48,87.95,Placed
8531,5,54,8,7,14,37,81.66,Placed
8532,2,89,7,1,17,76,100.0,Placed
8533,11,78,4,11,11,43,96.45,Placed
8534,6,87,7,8,11,87,99.73,Placed
8535,10,78,8,9,19,41,100.0,Placed
8536,3,71,5,8,16,60,77.48,Placed
8537,4,88,7,5,6,41,66.81,Not Placed
8538,10,43,6,11,19,41,92.65,Placed
8539,11,83,8,9,4,78,100.0,Placed
8540,2,84,4,4,11,92,93.25,Placed
8541,2,71,8,9,16,70,100.0,Placed
8542,8,43,9,1,1,86,94.51,Placed
8543,8,92,5,11,3,47,72.64,Placed
8544,10,40,4,3,1,37,60.13,Not Placed
8545,6,72,5,4,13,54,96.32,Placed
8546,5,46,5,11,13,43,81.88,Placed
8547,8,48,6,10,12,87,95.29,Placed
8548,4,40,7,1,16,56,81.57,Placed
8549,11,55,6,6,16,86,100.0,Placed
8550,4,57,6,4,17,79,86.76,Placed
8551,5,93,9,4,2,67,100.0,Placed
8552,1,86,6,1,20,95,100.0,Placed
8553,1,45,4,5,15,57,68.56,Not Placed
8554,2,41,7,9,18,95,88.88,Placed
8555,8,48,7,6,5,57,58.45,Not Placed
8556,7,43,4,8,5,72,74.94,Placed
8557,10,84,6,11,17,86,100.0,Placed
8558,9,62,6,4,8,60,100.0,Placed
8559,5,93,5,9,17,66,100.0,Placed
8560,2,82,5,7,5,95,84.63,Placed
8561,7,84,9,7,8,90,100.0,Placed
8562,8,82,8,8,17,62,100.0,Placed
8563,7,90,5,2,15,64,100.0,Placed
8564,7,47,7,6,12,74,100.0,Placed
8565,5,78,4,7,10,51,87.22,Placed
8566,2,64,6,3,7,91,72.54,Placed
8567,6,55,8,8,16,90,100.0,Placed
8568,4,74,5,1,8,52,88.48,Placed
8569,10,56,8,1,5,59,100.0,Placed
8570,2,57,4,10,0,38,31.83,Not Placed
8571,9,99,4,3,0,60,100.0,Placed
8572,7,66,8,6,12,65,100.0,Placed
8573,6,54,8,7,6,46,71.11,Placed
8574,5,99,9,2,9,88,100.0,Placed
8575,3,56,8,6,17,82,92.53,Placed
8576,10,82,6,5,5,52,93.41,Placed
8577,10,44,7,6,12,44,99.92,Placed
8578,4,55,5,1,4,70,83.19,Placed
8579,3,54,5,10,20,36,75.79,Placed
8580,11,81,5,7,14,94,100.0,Placed
8581,8,85,8,8,11,59,92.53,Placed
8582,3,73,8,7,10,81,85.8,Placed
8583,7,87,9,9,7,43,92.73,Placed
8584,7,58,8,1,4,81,100.0,Placed
8585,7,47,9,10,7,66,75.28,Placed
8586,7,86,9,9,4,39,81.44,Placed
8587,2,49,6,11,9,85,67.38,Not Placed
8588,10,44,6,11,14,37,65.39,Not Placed
8589,3,91,6,3,5,51,69.7,Not Placed
8590,10,87,6,2,17,47,100.0,Placed
8591,9,92,4,6,2,90,99.38,Placed
8592,3,65,6,11,8,37,72.13,Placed
8593,2,61,6,5,9,62,77.16,Placed
8594,9,83,6,4,6,38,94.04,Placed
8595,10,62,9,4,18,52,100.0,Placed
8596,9,52,5,8,1,90,100.0,Placed
8597,4,48,5,10,7,69,58.47,Not Placed
8598,9,88,5,3,6,48,78.73,Placed
8599,3,59,7,1,4,50,45.28,Not Placed
8600,7,67,4,5,3,46,64.2,Not Placed
8601,7,83,9,8,10,45,88.63,Placed
8602,11,96,8,3,9,36,100.0,Placed
8603,8,76,9,2,0,67,100.0,Placed
8604,10,63,6,1,3,47,100.0,Placed
8605,4,83,5,4,5,64,74.17,Placed
8606,3,72,9,11,17,60,86.01,Placed
8607,3,59,4,2,12,84,82.82,Placed
8608,5,99,6,8,12,52,100.0,Placed
8609,11,87,7,11,0,47,83.44,Placed
8610,1,69,8,10,3,38,40.46,Not Placed
8611,10,83,6,9,3,93,100.0,Placed
8612,3,48,8,10,17,67,73.07,Placed
8613,6,84,9,1,17,49,100.0,Placed
8614,3,88,6,2,17,51,96.79,Placed
8615,5,56,7,6,14,40,73.19,Placed
8616,9,75,9,10,17,39,100.0,Placed
8617,2,53,4,7,14,67,62.84,Not Placed
8618,11,58,8,2,16,88,100.0,Placed
8619,2,46,8,8,4,50,52.72,Not Placed
8620,6,98,4,10,10,80,94.26,Placed
8621,6,42,8,9,15,58,95.59,Placed
8622,11,72,9,8,19,95,100.0,Placed
8623,11,83,5,9,1,39,87.54,Placed
8624,8,71,4,6,16,37,100.0,Placed
8625,11,86,7,11,0,69,96.64,Placed
8626,2,50,6,7,17,95,81.18,Placed
8627,9,81,6,6,16,61,100.0,Placed
8628,2,41,4,7,17,46,63.44,Not Placed
8629,1,65,5,3,18,84,100.0,Placed
8630,10,100,9,4,4,75,100.0,Placed
8631,2,43,7,9,12,59,81.6,Placed
8632,7,56,6,3,5,89,84.15,Placed
8633,8,56,6,2,12,51,94.44,Placed
8634,5,67,9,11,17,83,100.0,Placed
8635,6,69,5,7,3,54,69.19,Not Placed
8636,1,79,8,6,8,62,84.67,Placed
8637,6,62,4,3,2,84,78.96,Placed
8638,8,85,5,6,7,95,100.0,Placed
8639,3,63,5,7,12,69,77.25,Placed
8640,11,68,5,6,10,84,100.0,Placed
8641,1,43,5,1,9,49,45.41,Not Placed
8642,11,77,8,1,10,67,100.0,Placed
8643,4,68,9,9,2,37,76.74,Placed
8644,1,58,7,6,13,41,51.6,Not Placed
8645,8,66,5,2,13,44,100.0,Placed
8646,5,68,5,11,18,75,79.77,Placed
8647,1,95,4,1,3,60,66.12,Not Placed
8648,8,75,6,11,0,75,82.29,Placed
8649,9,74,8,2,1,74,99.88,Placed
8650,10,91,5,8,5,40,100.0,Placed
8651,2,45,7,5,12,67,81.77,Placed
8652,9,98,7,7,13,50,93.51,Placed
8653,8,62,7,7,0,58,94.12,Placed
8654,7,78,4,2,7,90,100.0,Placed
8655,3,85,7,4,17,64,100.0,Placed
8656,2,83,9,2,13,94,100.0,Placed
8657,7,87,4,7,1,91,93.8,Placed
8658,5,91,8,5,11,44,88.56,Placed
8659,6,47,7,1,0,45,78.68,Placed
8660,4,94,6,2,20,78,97.08,Placed
8661,2,41,5,6,14,56,70.5,Placed
8662,9,52,8,4,10,37,100.0,Placed
8663,3,79,9,7,17,72,97.15,Placed
8664,7,96,6,2,16,74,100.0,Placed
8665,8,60,8,2,2,57,71.83,Placed
8666,2,70,9,6,14,79,82.86,Placed
8667,6,91,7,8,12,90,100.0,Placed
8668,11,87,8,1,2,53,100.0,Placed
8669,8,75,8,5,12,74,100.0,Placed
8670,7,100,8,1,8,87,100.0,Placed
8671,11,87,4,11,9,89,100.0,Placed
8672,3,91,6,6,0,47,44.53,Not Placed
8673,1,77,9,7,1,70,63.88,Not Placed
8674,6,66,7,6,13,37,92.14,Placed
8675,8,75,5,9,4,56,95.37,Placed
8676,6,87,7,3,9,59,95.19,Placed
8677,5,62,7,8,18,54,95.46,Placed
8678,11,94,4,3,7,62,100.0,Placed
8679,8,60,4,11,12,91,100.0,Placed
8680,2,52,8,7,8,37,51.52,Not Placed
8681,1,76,7,5,17,56,81.98,Placed
8682,1,86,6,1,3,78,81.74,Placed
8683,4,65,4,11,7,71,73.23,Placed
8684,6,79,9,4,4,91,100.0,Placed
8685,9,46,4,11,5,72,88.87,Placed
8686,1,85,6,9,19,52,81.6,Placed
8687,1,78,4,8,4,54,56.37,Not Placed
8688,5,61,6,3,0,80,73.03,Placed
8689,10,78,5,2,18,39,100.0,Placed
8690,5,62,6,11,3,77,61.9,Not Placed
8691,5,97,5,9,0,93,91.69,Placed
8692,10,69,9,1,18,43,100.0,Placed
8693,6,57,8,9,3,63,68.84,Not Placed
8694,8,81,8,7,13,51,97.07,Placed
8695,3,57,4,2,13,46,74.75,Placed
8696,9,85,6,11,8,91,100.0,Placed
8697,1,49,4,5,18,60,67.41,Not Placed
8698,4,78,6,2,10,67,95.0,Placed
8699,9,69,4,5,15,67,91.23,Placed
8700,8,65,8,7,18,70,100.0,Placed
8701,10,46,9,5,3,63,91.76,Placed
8702,9,46,8,2,8,56,85.51,Placed
8703,1,44,4,11,16,52,53.42,Not Placed
8704,9,40,6,5,14,51,82.27,Placed
8705,3,85,7,10,7,78,93.02,Placed
8706,11,57,9,6,12,86,100.0,Placed
8707,10,52,6,5,0,58,93.08,Placed
8708,9,64,4,2,1,56,89.81,Placed
8709,1,79,6,6,9,78,55.79,Not Placed
8710,1,47,5,6,20,39,54.72,Not Placed
8711,9,49,6,2,12,35,100.0,Placed
8712,11,71,8,4,10,53,100.0,Placed
8713,6,56,8,7,13,64,97.25,Placed
8714,4,77,5,1,15,73,100.0,Placed
8715,7,54,9,1,5,49,79.96,Placed
8716,5,54,6,11,1,80,62.26,Not Placed
8717,10,96,9,11,4,92,100.0,Placed
8718,7,87,7,6,18,69,100.0,Placed
8719,8,79,6,7,6,39,67.74,Not Placed
8720,8,90,8,5,16,40,100.0,Placed
8721,1,59,8,10,4,59,48.11,Not Placed
8722,8,54,9,8,11,45,71.73,Placed
8723,6,74,4,11,18,85,100.0,Placed
8724,4,45,8,4,17,56,93.65,Placed
8725,8,69,4,3,11,93,100.0,Placed
8726,3,96,8,7,2,68,86.19,Placed
8727,4,47,8,4,3,91,91.9,Placed
8728,6,70,7,1,14,78,100.0,Placed
8729,11,87,4,11,14,91,100.0,Placed
8730,7,86,4,8,10,89,91.94,Placed
8731,4,71,8,5,1,48,78.07,Placed
8732,4,84,4,8,17,93,100.0,Placed
8733,7,97,8,8,2,43,82.39,Placed
8734,6,91,8,5,17,54,91.56,Placed
8735,11,54,9,8,13,50,99.7,Placed
8736,8,57,6,7,5,92,93.95,Placed
8737,1,52,4,3,1,51,38.35,Not Placed
8738,10,63,5,4,0,51,74.03,Placed
8739,11,79,9,11,7,68,100.0,Placed
8740,7,53,4,7,9,76,100.0,Placed
8741,7,67,4,4,19,45,100.0,Placed
8742,11,50,7,6,17,69,100.0,Placed
8743,7,45,5,2,19,68,100.0,Placed
8744,7,95,5,2,10,70,100.0,Placed
8745,10,64,7,3,17,42,100.0,Placed
8746,10,100,7,10,15,53,100.0,Placed
8747,8,40,4,7,4,86,80.44,Placed
8748,9,64,6,3,6,84,100.0,Placed
8749,9,41,7,3,1,67,71.13,Placed
8750,2,71,5,4,10,90,85.94,Placed
8751,7,52,5,10,12,57,86.49,Placed
8752,7,72,4,6,19,92,100.0,Placed
8753,4,71,6,1,15,36,67.57,Not Placed
8754,9,95,8,6,13,42,100.0,Placed
8755,8,63,7,8,6,63,96.77,Placed
8756,1,66,7,8,6,76,82.32,Placed
8757,2,43,4,6,11,85,68.56,Not Placed
8758,2,63,9,6,11,41,71.29,Placed
8759,11,62,9,3,19,83,100.0,Placed
8760,8,68,6,2,0,94,98.98,Placed
8761,1,73,5,7,5,63,57.04,Not Placed
8762,4,60,5,8,7,65,72.42,Placed
8763,10,69,8,10,12,64,100.0,Placed
8764,5,65,5,6,4,69,84.02,Placed
8765,9,59,9,5,9,59,100.0,Placed
8766,7,55,9,4,13,81,100.0,Placed
8767,8,42,7,1,8,38,59.93,Not Placed
